,isbn,title,authors,published,description
214,9781741353501,Sound Waves Foundation Student Book,"['Barbara Murray', 'Terri Watson']",2018,
215,9781741352306,IMaths,"['Mary Serenc', 'Chris Linthorne', 'Lena Ford']",2011-01-01,""" iMaths is an investigative-based numeracy program thath comprehensively addresses both the content and proficency strands of the Australian curriculum"". -- Back cover."
216,9780142408810,Tales of a Fourth Grade Nothing,['Judy Blume'],2014-05-29,"Peter thinks he has the world's biggest problem - his little brother, Fudge. Fudge causes trouble wherever he goes and it's usually up to Peter to sort out the mess. When Peter wins a tiny green turtle called Dribble, he's determined to keep it away from his brother. But when Fudge does get his hands on Dribble - disaster strikes! Tales of a Fourth Grade Nothing is the first book in this hugely successful series from the bestselling author and household name Judy Blume, featuring cover art from picture book star, Emily Gravett."
217,9780007456208,Born to Run,['Michael Morpurgo'],2010-08-19,"Discover the beautiful stories of Michael Morpurgo, author of Warhorse and the nation’s favourite storyteller Joy and heartbreak combine in this bittersweet tale of a champion greyhound’s journey through life – and from owner to owner..."
218,9781741353396,Think Mentals Student Book 4,"['Chris Linthorne', 'Sandra Williams', 'Peter w']",2015-05,
219,9780224025720,Matilda BL,['Roald Dahl'],2018-10-04,"___________ The original, magical story with a brand new cover from Quentin Blake! October 2018 marks 30 years since Matilda was published! This brand new jacket comes with a never-before-seen illustration of Matilda as the Chief Executive of the British Library - one of the careers that Quentin Blake himself has imagined that Matilda might have at 30 years old. Matilda Wormwood A remarkable child with a magical mind. Mr and Mrs Wormwood Matilda's parents - liars, swindlers and TV addicts. Miss Trunchbull Headmistress of Crunchem Hall and the world's biggest bully. Bruce Bogtrotter Chocolate-cake-eating extraordinaire! These are just some of the unforgettable characters from this classic story by the world's number one storyteller - now with a brand-new cover design from Quentin Blake to celebrate the 30th anniversary of the publication of Matilda. Also available: Matilda at 30: World Traveller Matilda at 30: Astrophysicist"
220,9780140364521,The Silver Sword,['Ian Serraillier'],1983,
221,9781741351798,IMaths,"['Mary Serenc', 'Chris Linthorne', 'Lena Ford']",2011-01-01,""" iMaths is an investigative-based numeracy program thath comprehensively addresses both the content and proficency strands of the Australian curriculum"". -- Back cover."
222,9780849907685,Holy Bible,"['Thomas Nelson Publishers', 'Thomas Nelson Publishing Staff']",1991-03-01,Easy-to-read language for children Artwork Maps Dictionary
223,9781741352306,IMaths,"['Mary Serenc', 'Chris Linthorne', 'Lena Ford']",2011-01-01,""" iMaths is an investigative-based numeracy program thath comprehensively addresses both the content and proficency strands of the Australian curriculum"". -- Back cover."
224,9781925360707,Black Cockatoo,"['Carl Merrison', 'Hakea Hustlet']",2018-08,"Black Cockatoo is a vignette that follows Mia, a young Aboriginal girl as she explores the fragile connections of family and culture. Mia is a 13-year-old girl from a remote community in the Kimberley. She is saddened by the loss of her brother as he distances himself from the family. She feels powerless to change the things she sees around her, until one day she rescues her totem animal, the dirran black cockatoo, and soon discovers her own inner strength. A wonderful small tale on the power of standing up for yourself, culture and ever-present family ties."
225,9781460703212,Birrung the Secret Friend,['Jackie French'],2015-02-01,"The first in a new series that focuses on a secret part of our history From best-selling and award-winning author Jackie French comes a new series for younger readers called the Secret Histories. this first book in the series tells the story of a young indigenous girl Birrung who befriends orphaned Barney and his friend Elsie. Birrung is living with Mr Johnson, chaplain to the Australian colony in 1790, and his family. Generous in spirit, the Johnson family also take in Barney and Elsie who have only just been surviving on their meagre daily rations. Despite living with the Johnsons, Birrung's connection to her people remains strong, and when Mr and Mrs Johnson see how Barney's feeling for Birrung are growing, they gently explain that his friendship with a 'native' girl and all that she taught him about her language and lore must remain a secret - forever. Perfect for readers who loved the best-selling and award-winning Nanberry: Black Brother White, the Secret Histories series will be welcomed by all who love the power of Jackie French's storytelling. Ages: 8+"
226,9780399205200,Sadako and the Thousand Paper Cranes,"['Eleanor Coerr', 'Ronald Himler']",2008-09-18,"Born in Hiroshima in 1943, Sadako was the star of her schoolÂ's running team, until the dizzy spells started and she was forced to face the hardest race of her lifeÂ-the race against time."
227,9780190312657,Oxford Maths Practice and Mastery Book Year 4,['Annie Facchinetti'],2018-11-21,"The Oxford Maths Practice and Mastery Books give students more opportunities for practice, consolidation, homework and revision. The Oxford Maths Practice and Mastery Books are an integral part of the Oxford Maths series, which incorporates all the resources that a teachers needs to simply and comprehensively teach the Australian and Victorian Mathematics curricula and the New South Wales Syllabus.SequencingThe Oxford Maths Practice and Mastery Books follow exactly the same sequence of topics as the Oxford Maths Student Books.Each topic features:Practice - activities that allow students to practise concepts and skills from the Independent Practice section of the Oxford Maths Student BookChallenge - activities that allow students to practise concepts and skills from the Extended Practice section of the Oxford Maths Student BookMastery - activities that go beyond the Extended practice section of the Oxford Maths Student Book, and give students the opportunity to apply their learning and problem-solving skills in open-ended, real-world contexts."
228,9780190322823,Maths Plus NSW Syllabus Mentals and Homework Book 4 2020,"[""Harry O'Brien"", 'Greg Purcell']",2019-11-28,"The Maths Plus NSW Syllabus Mentals and Homework Book provides students in Year 4 with opportunities to practise and develop skills and strategies.The Mentals and Homework Books: provide essential revision and consolidation activitiesdirectly correspond to the concepts and units of work presented in the Student Books link all activities to the three Australian Curriculum: Mathematics strands of Number and Algebra, Measurement and Geometry, and Statistics and Probability."
229,9781474924481,Junior Illustrated English Dictionary,['Felicity Brooks'],2016,"A great dictionary to have on hand for reference, perfect for primary school aged children. Designed for children in years three to six of primary school. Part of a range of children's dictionaries and thesauruses from Usborne."
230,9780190310776,Jacaranda Atlas Ninth Edition EBookPLUS and Print,"['Raymond Pask', 'Jacaranda Staff', 'Lynne Griffiths', 'Jane Bellamy', 'Jill Price', 'Nicole Gray', 'John Ramsdale', 'Alex Rossimel']",2017-08-25,
231,9789620435942,輕鬆學漢語,['馬亞敏 (中國語文)'],2015-03,
232,9789620435904,CHINESE MADE EASY FOR KIDS.,['MA. YAMIN'],2020,
233,9781921750021,New Wave Mental Maths: Book D,"['Eddy Steven Krajcar', 'Lisa Tiivel']",2012,"""New wave mental maths is a series of student workbooks, written to provide a comprehensive and structured daily mental maths program for students in Australian primary schools.""--Foreword."
234,9780190320256,Handwriting for Queensland Year 1,"['Debbie Croft', 'Deborah Davis', 'Maree Williams']",2010,
235,9781741352825,Writing Time: Queensland beginner's alphabet,['Mary Serenc'],2013,
